dataset,image_filename,image_path,mask_path,image_width,image_height,image_size_bytes,mask_size_bytes,has_mask,num_bounding_boxes,bounding_boxes,label,bbox_width,bbox_height
kvasir-seg,cju6vgdmivcvb08018fra5lnv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vgdmivcvb08018fra5lnv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vgdmivcvb08018fra5lnv.jpg,571,529,39075,12658,Yes,1,"polyp: [333,62,553,374]",polyp,571,529
kvasir-seg,cju6vifjlv55z0987un6y4zdo.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vifjlv55z0987un6y4zdo.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vifjlv55z0987un6y4zdo.jpg,622,529,43492,17232,Yes,1,"polyp: [0,0,519,528]",polyp,622,529
kvasir-seg,cju6vqarjv7yo0987q4b1btk1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vqarjv7yo0987q4b1btk1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vqarjv7yo0987q4b1btk1.jpg,584,529,28829,11503,Yes,1,"polyp: [335,208,520,459]",polyp,584,529
kvasir-seg,cju6vrs1ov8cr098788h8gs6j.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vrs1ov8cr098788h8gs6j.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vrs1ov8cr098788h8gs6j.jpg,621,529,37836,10156,Yes,1,"polyp: [259,202,431,358]",polyp,621,529
kvasir-seg,cju6vta3kvazg0817qbeppjtm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vta3kvazg0817qbeppjtm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vta3kvazg0817qbeppjtm.jpg,622,528,49940,14220,Yes,1,"polyp: [255,54,576,403]",polyp,622,528
kvasir-seg,cju6vucxvvlda0755j7msqnya.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vucxvvlda0755j7msqnya.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vucxvvlda0755j7msqnya.jpg,626,546,37563,10946,Yes,2,"polyp: [268,109,412,243]; polyp: [389,257,432,308]",polyp,626,546
kvasir-seg,cju6vvb8svhed0801jjcquh5e.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vvb8svhed0801jjcquh5e.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vvb8svhed0801jjcquh5e.jpg,604,530,27534,8274,Yes,1,"polyp: [158,152,223,299]",polyp,604,530
kvasir-seg,cju6vvxsev9y30987kespucdg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6vvxsev9y30987kespucdg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6vvxsev9y30987kespucdg.jpg,620,475,32582,9867,Yes,1,"polyp: [351,63,529,234]",polyp,620,475
kvasir-seg,cju6w733bveoz0817e600tw72.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6w733bveoz0817e600tw72.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6w733bveoz0817e600tw72.jpg,477,530,22608,8554,Yes,1,"polyp: [103,267,279,443]",polyp,477,530
kvasir-seg,cju6wi3akvn8r0801px8eligc.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6wi3akvn8r0801px8eligc.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6wi3akvn8r0801px8eligc.jpg,494,530,27584,14293,Yes,1,"polyp: [0,0,402,529]",polyp,494,530
kvasir-seg,cju6wjm81vgsc0987enk9n3pr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6wjm81vgsc0987enk9n3pr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6wjm81vgsc0987enk9n3pr.jpg,623,528,36418,12453,Yes,1,"polyp: [81,179,385,528]",polyp,623,528
kvasir-seg,cju6wll7wvo3y08502pagos8m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6wll7wvo3y08502pagos8m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6wll7wvo3y08502pagos8m.jpg,568,497,29009,13559,Yes,1,"polyp: [78,59,411,371]",polyp,568,497
kvasir-seg,cju6wn57mvooj0850rp78hhy7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6wn57mvooj0850rp78hhy7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6wn57mvooj0850rp78hhy7.jpg,622,531,34095,17591,Yes,1,"polyp: [201,0,562,443]",polyp,622,531
kvasir-seg,cju6wt9jvvn500871hjn3t3g0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6wt9jvvn500871hjn3t3g0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6wt9jvvn500871hjn3t3g0.jpg,622,530,33420,13415,Yes,1,"polyp: [235,98,516,404]",polyp,622,530
kvasir-seg,cju6wuojavt740818b5qcv3iw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6wuojavt740818b5qcv3iw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6wuojavt740818b5qcv3iw.jpg,599,530,36029,14745,Yes,1,"polyp: [163,31,497,384]",polyp,599,530
kvasir-seg,cju6x0yqbvxqt0755dhxislgb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6x0yqbvxqt0755dhxislgb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6x0yqbvxqt0755dhxislgb.jpg,622,530,38512,12918,Yes,1,"polyp: [243,0,496,244]",polyp,622,530
kvasir-seg,cju6x35ervu2808015c7eoqe4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6x35ervu2808015c7eoqe4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6x35ervu2808015c7eoqe4.jpg,622,530,32140,14519,Yes,1,"polyp: [48,94,392,428]",polyp,622,530
kvasir-seg,cju6x4t13vyw60755gtcf9ndu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6x4t13vyw60755gtcf9ndu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6x4t13vyw60755gtcf9ndu.jpg,621,529,45414,13441,Yes,1,"polyp: [354,49,593,432]",polyp,621,529
kvasir-seg,cju6x97w4vwua0850x0997r0a.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6x97w4vwua0850x0997r0a.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6x97w4vwua0850x0997r0a.jpg,626,547,33869,11344,Yes,1,"polyp: [132,111,285,372]",polyp,626,547
kvasir-seg,cju6xa0qmvzun0818xjukgncj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6xa0qmvzun0818xjukgncj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6xa0qmvzun0818xjukgncj.jpg,575,530,27601,10620,Yes,1,"polyp: [165,119,369,344]",polyp,575,530
kvasir-seg,cju6xifswvwbo0987nibtdr50.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6xifswvwbo0987nibtdr50.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6xifswvwbo0987nibtdr50.jpg,618,531,28984,14603,Yes,1,"polyp: [244,94,573,531]",polyp,618,531
kvasir-seg,cju6xlygpw7bs0818n691jsq4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6xlygpw7bs0818n691jsq4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6xlygpw7bs0818n691jsq4.jpg,570,531,25670,16535,Yes,1,"polyp: [209,0,549,435]",polyp,570,531
kvasir-seg,cju6xmqd9w0250817l5kxfnsk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6xmqd9w0250817l5kxfnsk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6xmqd9w0250817l5kxfnsk.jpg,494,530,27716,9569,Yes,1,"polyp: [327,117,494,353]",polyp,494,530
kvasir-seg,cju6ywm40wdbo0987pbftsvtg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6ywm40wdbo0987pbftsvtg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6ywm40wdbo0987pbftsvtg.jpg,622,528,31846,12704,Yes,1,"polyp: [291,86,557,338]",polyp,622,528
kvasir-seg,cju6yxyt0wh080871sqpepu47.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6yxyt0wh080871sqpepu47.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6yxyt0wh080871sqpepu47.jpg,616,528,47040,10910,Yes,1,"polyp: [269,131,413,370]",polyp,616,528
kvasir-seg,cju6yywx1whbb0871ksgfgf9f.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6yywx1whbb0871ksgfgf9f.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6yywx1whbb0871ksgfgf9f.jpg,622,530,33024,11068,Yes,1,"polyp: [299,73,504,255]",polyp,622,530
kvasir-seg,cju6z1bzbwfq50817b2alatvr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6z1bzbwfq50817b2alatvr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6z1bzbwfq50817b2alatvr.jpg,626,547,29863,13446,Yes,1,"polyp: [197,125,626,547]",polyp,626,547
kvasir-seg,cju6z2616wqbk07555bvnuyr1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6z2616wqbk07555bvnuyr1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6z2616wqbk07555bvnuyr1.jpg,554,531,21330,10237,Yes,1,"polyp: [268,265,435,485]",polyp,554,531
kvasir-seg,cju6z600qwh4z081700qimgl9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6z600qwh4z081700qimgl9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6z600qwh4z081700qimgl9.jpg,612,530,25369,9369,Yes,1,"polyp: [394,276,529,432]",polyp,612,530
kvasir-seg,cju6z7e4bwgdd0987ogkzq9kt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6z7e4bwgdd0987ogkzq9kt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6z7e4bwgdd0987ogkzq9kt.jpg,623,528,42372,13124,Yes,1,"polyp: [307,212,587,504]",polyp,623,528
kvasir-seg,cju6z9a9kwsl007552s49rx6i.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju6z9a9kwsl007552s49rx6i.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju6z9a9kwsl007552s49rx6i.jpg,622,528,46019,12872,Yes,2,"polyp: [293,224,353,281]; polyp: [126,312,407,528]",polyp,622,528
kvasir-seg,cju76erapykj30871x5eaxh4q.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju76erapykj30871x5eaxh4q.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju76erapykj30871x5eaxh4q.jpg,621,529,36538,13841,Yes,1,"polyp: [336,90,613,435]",polyp,621,529
kvasir-seg,cju76l27oyrw907551ri2a7fl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju76l27oyrw907551ri2a7fl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju76l27oyrw907551ri2a7fl.jpg,396,480,24913,10749,Yes,1,"polyp: [146,113,367,441]",polyp,396,480
kvasir-seg,cju76lsehyia10987u54vn8rb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju76lsehyia10987u54vn8rb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju76lsehyia10987u54vn8rb.jpg,622,546,39712,10303,Yes,1,"polyp: [342,145,496,328]",polyp,622,546
kvasir-seg,cju76o55nymqd0871h31sph9w.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju76o55nymqd0871h31sph9w.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju76o55nymqd0871h31sph9w.jpg,600,529,38284,7042,Yes,1,"polyp: [187,63,230,129]",polyp,600,529
kvasir-seg,cju77196iyshb0850ycbto50a.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77196iyshb0850ycbto50a.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77196iyshb0850ycbto50a.jpg,622,529,39695,15303,Yes,1,"polyp: [253,11,610,364]",polyp,622,529
kvasir-seg,cju772304yw5t0818vbw8kkjf.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju772304yw5t0818vbw8kkjf.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju772304yw5t0818vbw8kkjf.jpg,622,546,39655,10518,Yes,1,"polyp: [343,146,494,329]",polyp,622,546
kvasir-seg,cju773hsyyosz0817pk1e7sjq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju773hsyyosz0817pk1e7sjq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju773hsyyosz0817pk1e7sjq.jpg,618,530,31605,11596,Yes,1,"polyp: [365,84,557,345]",polyp,618,530
kvasir-seg,cju774fmayxif0818u2g79usw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju774fmayxif0818u2g79usw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju774fmayxif0818u2g79usw.jpg,622,530,29870,10399,Yes,1,"polyp: [352,363,536,529]",polyp,622,530
kvasir-seg,cju7787c5yy3l080159mwqsnj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7787c5yy3l080159mwqsnj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7787c5yy3l080159mwqsnj.jpg,622,530,25750,10593,Yes,1,"polyp: [418,177,572,363]",polyp,622,530
kvasir-seg,cju77afzlz3kp07550x5nafzs.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77afzlz3kp07550x5nafzs.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77afzlz3kp07550x5nafzs.jpg,622,528,46519,17983,Yes,1,"polyp: [0,0,458,527]",polyp,622,528
kvasir-seg,cju77b3wyz4160755qis4ljsb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77b3wyz4160755qis4ljsb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77b3wyz4160755qis4ljsb.jpg,571,530,33220,8951,Yes,1,"polyp: [220,295,348,442]",polyp,571,530
kvasir-seg,cju77bvg0yv4r0987yh60xmjo.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77bvg0yv4r0987yh60xmjo.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77bvg0yv4r0987yh60xmjo.jpg,616,546,36769,10822,Yes,1,"polyp: [220,120,423,285]",polyp,616,546
kvasir-seg,cju77g99iyxc00817zqi2ppor.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77g99iyxc00817zqi2ppor.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77g99iyxc00817zqi2ppor.jpg,620,531,31519,14705,Yes,1,"polyp: [202,154,607,490]",polyp,620,531
kvasir-seg,cju77idwfz36d0871tzfzz51i.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77idwfz36d0871tzfzz51i.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77idwfz36d0871tzfzz51i.jpg,605,528,39126,13283,Yes,1,"polyp: [148,246,510,486]",polyp,605,528
kvasir-seg,cju77j66ez52p08019xygi0co.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77j66ez52p08019xygi0co.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77j66ez52p08019xygi0co.jpg,613,530,36568,9025,Yes,1,"polyp: [191,199,356,291]",polyp,613,530
kvasir-seg,cju77k828z46w0871r0avuoo9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77k828z46w0871r0avuoo9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77k828z46w0871r0avuoo9.jpg,622,530,24270,11271,Yes,1,"polyp: [143,92,375,278]",polyp,622,530
kvasir-seg,cju77q10sz9ug0801449wu1nu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77q10sz9ug0801449wu1nu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77q10sz9ug0801449wu1nu.jpg,608,528,33163,12018,Yes,1,"polyp: [294,0,530,262]",polyp,608,528
kvasir-seg,cju77re6fz5bb0817vp9redjg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77re6fz5bb0817vp9redjg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77re6fz5bb0817vp9redjg.jpg,443,530,28196,8940,Yes,1,"polyp: [117,223,273,422]",polyp,443,530
kvasir-seg,cju77t0razbvm080106o56289.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77t0razbvm080106o56289.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77t0razbvm080106o56289.jpg,570,528,43944,17006,Yes,1,"polyp: [0,0,440,527]",polyp,570,528
kvasir-seg,cju77u1sjz77b0817ft44r3fk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77u1sjz77b0817ft44r3fk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77u1sjz77b0817ft44r3fk.jpg,622,531,37237,10886,Yes,1,"polyp: [102,83,298,337]",polyp,622,531
kvasir-seg,cju77vvcwzcm50850lzoykuva.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju77vvcwzcm50850lzoykuva.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju77vvcwzcm50850lzoykuva.jpg,618,529,36571,11190,Yes,1,"polyp: [103,351,352,514]",polyp,618,529
kvasir-seg,cju783tmkzkqu081803g7q5vk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju783tmkzkqu081803g7q5vk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju783tmkzkqu081803g7q5vk.jpg,618,494,28153,10812,Yes,1,"polyp: [176,183,436,369]",polyp,618,494
kvasir-seg,cju784jpdzeae0987q5ypq883.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju784jpdzeae0987q5ypq883.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju784jpdzeae0987q5ypq883.jpg,580,531,31530,10502,Yes,1,"polyp: [251,340,478,531]",polyp,580,531
kvasir-seg,cju785htizjzo08017tvlhtg4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju785htizjzo08017tvlhtg4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju785htizjzo08017tvlhtg4.jpg,546,530,26903,10331,Yes,1,"polyp: [196,94,375,310]",polyp,546,530
kvasir-seg,cju787jnjzjuj0871p94nck9g.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju787jnjzjuj0871p94nck9g.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju787jnjzjuj0871p94nck9g.jpg,626,546,32787,12571,Yes,1,"polyp: [332,1,541,286]",polyp,626,546
kvasir-seg,cju7adqyj1jcx08712r1ro5gx.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7adqyj1jcx08712r1ro5gx.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7adqyj1jcx08712r1ro5gx.jpg,622,480,36848,13635,Yes,1,"polyp: [122,120,480,442]",polyp,622,480
kvasir-seg,cju7ae7bq1f820987toc8si1d.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7ae7bq1f820987toc8si1d.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7ae7bq1f820987toc8si1d.jpg,509,530,23858,7981,Yes,1,"polyp: [192,101,307,226]",polyp,509,530
kvasir-seg,cju7aez2x1jtj0871ztezs3oi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7aez2x1jtj0871ztezs3oi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7aez2x1jtj0871ztezs3oi.jpg,621,510,44190,8691,Yes,1,"polyp: [247,114,367,227]",polyp,621,510
kvasir-seg,cju7afqon1ip40850ue2308b6.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7afqon1ip40850ue2308b6.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7afqon1ip40850ue2308b6.jpg,617,528,35365,9894,Yes,1,"polyp: [403,144,543,330]",polyp,617,528
kvasir-seg,cju7agj961l2r0818z29iq8yn.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7agj961l2r0818z29iq8yn.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7agj961l2r0818z29iq8yn.jpg,622,530,25444,10158,Yes,1,"polyp: [300,187,455,368]",polyp,622,530
kvasir-seg,cju7ahtkb1jr90801jck4kbds.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7ahtkb1jr90801jck4kbds.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7ahtkb1jr90801jck4kbds.jpg,602,546,30410,12450,Yes,1,"polyp: [312,252,519,544]",polyp,602,546
kvasir-seg,cju7aifyo1p3n07552nxjx51f.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7aifyo1p3n07552nxjx51f.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7aifyo1p3n07552nxjx51f.jpg,622,531,28717,10167,Yes,1,"polyp: [227,67,376,243]",polyp,622,531
kvasir-seg,cju7ajnbo1gvm098749rdouk0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7ajnbo1gvm098749rdouk0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7ajnbo1gvm098749rdouk0.jpg,626,546,38328,13631,Yes,2,"polyp: [160,0,537,270]; polyp: [201,0,262,1]",polyp,626,546
kvasir-seg,cju7aklv31h4309871m29l4e7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7aklv31h4309871m29l4e7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7aklv31h4309871m29l4e7.jpg,615,529,35194,11173,Yes,1,"polyp: [190,189,377,442]",polyp,615,529
kvasir-seg,cju7alcgr1lsr0871riqk84z7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7alcgr1lsr0871riqk84z7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7alcgr1lsr0871riqk84z7.jpg,622,530,30965,11002,Yes,1,"polyp: [344,21,563,215]",polyp,622,530
kvasir-seg,cju7amjna1ly40871ugiokehb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju7amjna1ly40871ugiokehb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju7amjna1ly40871ugiokehb.jpg,552,531,28483,11609,Yes,1,"polyp: [255,200,458,485]",polyp,552,531
